"Запрос: РегистрСведений.БуферТендеров (Записей в результате: 1 000)",,,,,,,,,,,,,,,,,,,,,,,,,,,
НомерЗаявки,ЗаказчикНаименование,ЗаказчикИНН,ЗаказчикРегионНаименование,ТипЗакупки,ВидЗакупки,Цена,СогласованнаяЦена,ВыиграннаяЦена,ДатаДобавления,Наименование,НачалоПоказа,ДатаОкончания,Статус,СсылкаПротокола,ДатаСтатуса,Площадка,НомерЗаявкиНаПлощадке,ДатаАукциона,ДатаВозвратаОбеспечения,ДатаНачалаОбучения,ДатаЗаключенияКонтракта,УчастникНаименование,УчастникГород,УчастникГородСмещениеUTC,УчастникИНН,УчастникСтавка,ДатаДобавленияСтавки
100000060121100051,"УПРАВЛЕНИЕ РОСКОМНАДЗОРА ПО РЕСПУБЛИКЕ КАРЕЛИЯ",1001047941,"РЕСП КАРЕЛИЯ, ул УЛ БАЛТИЙСКАЯ (КУККОВКА Р-Н), д. 41","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,3534,302,302,"02.08.2021 21:27:15","Дистанционное обучение: Охрана труда 40-72-256 ч, №1001, 1001_2, 1002_1. 
ОБУЧЕНИЕ И ПРОВЕРКА ЗНАНИЙ ТРЕБОВАНИЙ ОХРАНЫ ТРУДА. Наименование товара (работы, услуги)КоличествоЦена за ед. руб.Стоимость, руб.
---
КОНТАКТ: Наталья Баранова Геннадьевна
rsockanc10@rkn.gov.ru, тел. 78142445071","02.08.2021 20:50:00","02.08.2021 22:50:00",Выиграна,https://agregatoreat.ru/lk/supplier/eat/announcement/6cc61f78-2b29-4b6b-8f81-830e789a32d2/contract,"04.08.2021 21:44:22",Берёзка,100000060121100051,"02.08.2021 22:50:00",,,"04.08.2021 0:00:00","АНО ДПО УО УМЦОТ",УЛЬЯНОВСК,4,7325146090,320,"03.08.2021 7:17:03"
100000127121100216,"УПРАВЛЕНИЕ РОССЕЛЬХОЗНАДЗОРА ПО БРЯНСКОЙ, СМОЛЕНСКОЙ И КАЛУЖСКОЙ ОБЛАСТЯМ",3245501056,,"Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,6000,5666,5666,"13.07.2021 22:27:22","Оказание образовательной услуги по проведению вебинара по программе «Актуальные вопросы подтверждения соответствия пищевой продукции, продовольственного сырья и кормов. Практическая реализация требований Технических регламентов ЕАЭС (ТС)». Наименование товара (работы, услуги)КоличествоЦена за ед. руб.Стоимость, руб.
---
КОНТАКТ: Маргарита Бацылева Викторовна
zakupki32_rshn@mail.ru, тел. 74832753588","13.07.2021 22:14:00","14.07.2021 0:14:00",Отменено,https://agregatoreat.ru/lk/supplier/eat/announcement/80b03f03-d1bc-4350-b8e5-de5a804c8de7/contract,"16.07.2021 1:33:16",Берёзка,100000127121100216,"14.07.2021 0:14:00",,,,"АНО ДПО ""ДВИПРАЗ""",ХАБАРОВСК,10,2721981346,5666,"14.07.2021 7:52:31"
100000224121100133,"УФССП РОССИИ ПО СТАВРОПОЛЬСКОМУ КРАЮ",2634063910,"355017, Ставропольский край, Ставрополь, Маршала Жукова, 46","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,15000,,,"15.09.2021 0:48:53","оказание услуг по обучению по программе ""охрана труда"". 
оказание услуг на обучение по программе ""Охрана труда"". Наименование товара (работы, услуги)КоличествоЦена за ед. руб.Стоимость, руб.
---
КОНТАКТ: Марина Захарова Анатольевна
ud@r26.fssp.gov.ru, тел. 78652245819","15.09.2021 0:18:00","15.09.2021 2:18:00",Отменено,https://agregatoreat.ru/purchases/announcement/84b61ebf-aeaa-41fa-b413-ead780fbd904/info,"15.09.2021 0:52:06",Берёзка,100000224121100133,"15.09.2021 2:18:00",,,,,,,,,
100000224121100181,"УФССП РОССИИ ПО СТАВРОПОЛЬСКОМУ КРАЮ",2634063910,"355017, Ставропольский край, Ставрополь, Маршала Жукова, 46","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,90000,,,"11.11.2021 22:44:22","первоначальная специальная подготовка сотрудников органов принудительного исполнения. 
Оказание услуг по первоначальной специальной подготовке сотрудников органов принудительного исполнения. Наименование товара (работы, услуги)КоличествоЦена за ед. руб.Стоимость, руб.
---
КОНТАКТ: Марина Захарова Анатольевна
ud@r26.fssp.gov.ru, тел. 7(865)224-58-19","11.11.2021 22:13:00","12.11.2021 0:13:00",Корзина,,"11.11.2021 23:11:35",Берёзка,,,,,,,,,,,
100000977121100001,"КГКОУ Ш № 1",2703016706,"Хабаровский край, Хабаровский край","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,4500,430,432,"29.04.2021 17:08:55","Охрана труда для руководителей и специалистов. 
УСЛУГИ ПО ДОПОЛНИТЕЛЬНОМУ ПРОФЕССИОНАЛЬНОМУ ОБРАЗОВАНИЮ ПРОЧИЕ. УСЛУГИ ПО ДОПОЛНИТЕЛЬНОМУ ПРОФЕССИОНАЛЬНОМУ ОБРАЗОВАНИЮ ПРОЧИЕ. Охрана труда для руководителей и специалистов (3 ШТ.) 
---
КОНТАКТ: Жанна Зуева Фёдоровна
shkola1start@yandex.ru, тел. 78962286467","29.04.2021 16:34:00","29.04.2021 18:34:00",Отменено,https://agregatoreat.ru/lk/supplier/eat/announcement/350b9edf-9979-475b-9af7-9e8769313c8a/contract,"02.05.2021 21:52:24",Берёзка,100000977121100001,"29.04.2021 18:34:00",,,,"АНО ДПО ""ДВИПРАЗ""",ХАБАРОВСК,10,2721981346,432,"30.04.2021 7:35:30"
100000977121100001,"КГКОУ Ш № 1",2703016706,"Хабаровский край, Хабаровский край","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,4500,430,432,"29.04.2021 17:08:55","Охрана труда для руководителей и специалистов. 
УСЛУГИ ПО ДОПОЛНИТЕЛЬНОМУ ПРОФЕССИОНАЛЬНОМУ ОБРАЗОВАНИЮ ПРОЧИЕ. УСЛУГИ ПО ДОПОЛНИТЕЛЬНОМУ ПРОФЕССИОНАЛЬНОМУ ОБРАЗОВАНИЮ ПРОЧИЕ. Охрана труда для руководителей и специалистов (3 ШТ.) 
---
КОНТАКТ: Жанна Зуева Фёдоровна
shkola1start@yandex.ru, тел. 78962286467","29.04.2021 16:34:00","29.04.2021 18:34:00",Отменено,https://agregatoreat.ru/lk/supplier/eat/announcement/350b9edf-9979-475b-9af7-9e8769313c8a/contract,"02.05.2021 21:52:24",Берёзка,100000977121100001,"29.04.2021 18:34:00",,,,"АНО УЦ ДПО ""АКАДЕМИЯ""",ТОМСК,7,7017452343,2400,"30.04.2021 7:35:30"
100000977121100001,"КГКОУ Ш № 1",2703016706,"Хабаровский край, Хабаровский край","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,4500,430,432,"29.04.2021 17:08:55","Охрана труда для руководителей и специалистов. 
УСЛУГИ ПО ДОПОЛНИТЕЛЬНОМУ ПРОФЕССИОНАЛЬНОМУ ОБРАЗОВАНИЮ ПРОЧИЕ. УСЛУГИ ПО ДОПОЛНИТЕЛЬНОМУ ПРОФЕССИОНАЛЬНОМУ ОБРАЗОВАНИЮ ПРОЧИЕ. Охрана труда для руководителей и специалистов (3 ШТ.) 
---
КОНТАКТ: Жанна Зуева Фёдоровна
shkola1start@yandex.ru, тел. 78962286467","29.04.2021 16:34:00","29.04.2021 18:34:00",Отменено,https://agregatoreat.ru/lk/supplier/eat/announcement/350b9edf-9979-475b-9af7-9e8769313c8a/contract,"02.05.2021 21:52:24",Берёзка,100000977121100001,"29.04.2021 18:34:00",,,,"АНО ДПО МПЦ ""ФЕНИКС""",ЧЕЛЯБИНСК,5,7453315393,990,"30.04.2021 7:35:30"
100000977121100001,"КГКОУ Ш № 1",2703016706,"Хабаровский край, Хабаровский край","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,4500,430,432,"29.04.2021 17:08:55","Охрана труда для руководителей и специалистов. 
УСЛУГИ ПО ДОПОЛНИТЕЛЬНОМУ ПРОФЕССИОНАЛЬНОМУ ОБРАЗОВАНИЮ ПРОЧИЕ. УСЛУГИ ПО ДОПОЛНИТЕЛЬНОМУ ПРОФЕССИОНАЛЬНОМУ ОБРАЗОВАНИЮ ПРОЧИЕ. Охрана труда для руководителей и специалистов (3 ШТ.) 
---
КОНТАКТ: Жанна Зуева Фёдоровна
shkola1start@yandex.ru, тел. 78962286467","29.04.2021 16:34:00","29.04.2021 18:34:00",Отменено,https://agregatoreat.ru/lk/supplier/eat/announcement/350b9edf-9979-475b-9af7-9e8769313c8a/contract,"02.05.2021 21:52:24",Берёзка,100000977121100001,"29.04.2021 18:34:00",,,,"АНО ДПО ""СДО""",ИВАНОВО,3,3702189000,600,"30.04.2021 7:35:30"
100000977121100001,"КГКОУ Ш № 1",2703016706,"Хабаровский край, Хабаровский край","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,4500,430,432,"29.04.2021 17:08:55","Охрана труда для руководителей и специалистов. 
УСЛУГИ ПО ДОПОЛНИТЕЛЬНОМУ ПРОФЕССИОНАЛЬНОМУ ОБРАЗОВАНИЮ ПРОЧИЕ. УСЛУГИ ПО ДОПОЛНИТЕЛЬНОМУ ПРОФЕССИОНАЛЬНОМУ ОБРАЗОВАНИЮ ПРОЧИЕ. Охрана труда для руководителей и специалистов (3 ШТ.) 
---
КОНТАКТ: Жанна Зуева Фёдоровна
shkola1start@yandex.ru, тел. 78962286467","29.04.2021 16:34:00","29.04.2021 18:34:00",Отменено,https://agregatoreat.ru/lk/supplier/eat/announcement/350b9edf-9979-475b-9af7-9e8769313c8a/contract,"02.05.2021 21:52:24",Берёзка,100000977121100001,"29.04.2021 18:34:00",,,,"ООО ""ЦЕНТР ЭКСПЕРТИЗЫ, КОНСАЛТИНГА И ОБРАЗОВАТЕЛЬНЫХ ПРОЕКТОВ""",ВОРОНЕЖ,3,3664136036,3000,"30.04.2021 7:35:30"
100001350121100027,"УФССП РОССИИ ПО РЕСПУБЛИКЕ КОМИ",1101486237,"Российская Федерация, 167000, Коми Респ, Сыктывкар г, УЛ ПУШКИНА, 110","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,1900,353,,"21.04.2021 21:37:38","Пожарно-технический минимум. 
Пожарно-технический минимум (ПТМ) для руководителей и ответственных за пожарную безопасность в учреждениях (офисах). ОБУЧЕНИЕ ПО ПОЖАРНО-ТЕХНИЧЕСКОМУ МИНИМУМУ. Пожарно-технический минимум (1 ЧЕЛ.) 
---
КОНТАКТ: 
torgi@r11.fssprus.ru, тел. 78212287477","21.04.2021 21:25:54","22.04.2021 21:25:54",Проиграна,https://agregatoreat.ru/lk/supplier/eat/announcement/d3d477fa-4ea8-4a05-820b-97a59c895635/result-protocol,"23.04.2021 13:39:20",Берёзка,100001350121100027,"22.04.2021 21:25:54",,,,"АНО ДПО ""ДВИПРАЗ""",ХАБАРОВСК,10,2721981346,353,"23.04.2021 2:11:13"
100001350121100027,"УФССП РОССИИ ПО РЕСПУБЛИКЕ КОМИ",1101486237,"Российская Федерация, 167000, Коми Респ, Сыктывкар г, УЛ ПУШКИНА, 110","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,1900,353,,"21.04.2021 21:37:38","Пожарно-технический минимум. 
Пожарно-технический минимум (ПТМ) для руководителей и ответственных за пожарную безопасность в учреждениях (офисах). ОБУЧЕНИЕ ПО ПОЖАРНО-ТЕХНИЧЕСКОМУ МИНИМУМУ. Пожарно-технический минимум (1 ЧЕЛ.) 
---
КОНТАКТ: 
torgi@r11.fssprus.ru, тел. 78212287477","21.04.2021 21:25:54","22.04.2021 21:25:54",Проиграна,https://agregatoreat.ru/lk/supplier/eat/announcement/d3d477fa-4ea8-4a05-820b-97a59c895635/result-protocol,"23.04.2021 13:39:20",Берёзка,100001350121100027,"22.04.2021 21:25:54",,,,"ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА РЕСПУБЛИКИ КОМИ, ТПП РЕСПУБЛИКИ КОМИ, ТПП РК",СЫКТЫВКАР,3,1101471664,1900,"23.04.2021 2:11:13"
100001350121100039,"УФССП РОССИИ ПО РЕСПУБЛИКЕ КОМИ",1101486237,"Российская Федерация, 167000, Коми Респ, Сыктывкар г, УЛ ПУШКИНА, 110","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,2100,290,290,"17.06.2021 21:46:24","Оказания платных образовательных услуг по охране труда, 2 слушателя. 
Оказания платных образовательных услуг по охране труда. Наименование товара (работы, услуги)КоличествоЕдиница измеренияЦена за ед. руб.Стоимость, руб.
---
КОНТАКТ: 
torgi@r11.fssprus.ru, тел. 78212287477","17.06.2021 21:10:00","18.06.2021 21:10:00",Выиграна,https://agregatoreat.ru/lk/supplier/eat/announcement/acf929ec-3793-431f-b698-1cf69d510490/contract,"26.06.2021 1:16:39",Берёзка,100001350121100039,"18.06.2021 21:10:00",,,"24.06.2021 0:00:00","АНО ДПО ""ДВИПРАЗ""",ХАБАРОВСК,10,2721981346,290,"19.06.2021 7:49:15"
100001350121100039,"УФССП РОССИИ ПО РЕСПУБЛИКЕ КОМИ",1101486237,"Российская Федерация, 167000, Коми Респ, Сыктывкар г, УЛ ПУШКИНА, 110","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,2100,290,290,"17.06.2021 21:46:24","Оказания платных образовательных услуг по охране труда, 2 слушателя. 
Оказания платных образовательных услуг по охране труда. Наименование товара (работы, услуги)КоличествоЕдиница измеренияЦена за ед. руб.Стоимость, руб.
---
КОНТАКТ: 
torgi@r11.fssprus.ru, тел. 78212287477","17.06.2021 21:10:00","18.06.2021 21:10:00",Выиграна,https://agregatoreat.ru/lk/supplier/eat/announcement/acf929ec-3793-431f-b698-1cf69d510490/contract,"26.06.2021 1:16:39",Берёзка,100001350121100039,"18.06.2021 21:10:00",,,"24.06.2021 0:00:00","АНО ДПО УО УМЦОТ",УЛЬЯНОВСК,4,7325146090,298,"19.06.2021 7:49:16"
100001350121100052,"УФССП РОССИИ ПО РЕСПУБЛИКЕ КОМИ",1101486237,"Российская Федерация, 167000, Коми Респ, Сыктывкар г, УЛ ПУШКИНА, 110","Закупка до 600 000 руб. (п. 4 ч.1 ст. 93 Закона №44-ФЗ)",Неизвестно,800,237,,"02.09.2021 16:56:04","оказания платных образовательных услуг по охране труда. Наименование товара (работы, услуги)КоличествоЦена за ед. руб.Стоимость, руб.
---
КОНТАКТ: 
torgi@r11.fssprus.ru, тел. 78212287477","02.09.2021 16:36:00","03.09.2021 16:36:00",Проиграна,https://agregatoreat.ru/purchases/announcement/5de56abe-5280-4031-b6a8-c4227a48af3f/contract,"07.09.2021 14:54:58",Берёзка,100001350121100052,"03.09.2021 16:36:00",,,,"АНО ДПО ""ДВИПРАЗ""",ХАБАРОВСК,10,2721981346,237,"03.09.2021 18:20:19"
